           1  -0.0355932  -0.0355932           0
           2  -0.0359448   -0.035769 0.000124328
           3  -0.0362538  -0.0359306 0.000155811
           4  -0.0366111  -0.0361007 0.000188057
           5  -0.0370466  -0.0362899 0.000226409
           6  -0.0373416  -0.0364652 0.000247389
           7  -0.0376674  -0.0366369 0.000265043
           8  -0.0384451  -0.0368629  0.00031382
           9  -0.0393132  -0.0371352 0.000379076
          10  -0.0395689  -0.0373786  0.00041195
          11  -0.0401906  -0.0376342 0.000446835
          12  -0.0407094  -0.0378905 0.000477461
          13  -0.0412411  -0.0381482 0.000505537
          14  -0.0418264  -0.0384109 0.000533345
          15  -0.0423818  -0.0386757 0.000559642
          16   -0.042797  -0.0389332 0.000580925
          17  -0.0432949  -0.0391898 0.000600744
          18  -0.0434303  -0.0394254 0.000611821
          19   -0.044235  -0.0396785 0.000629813
          20  -0.0456526  -0.0399772 0.000665396
          21   -0.046201  -0.0402736 0.000696592
          22  -0.0468456  -0.0405723 0.000726162
          23  -0.0468749  -0.0408464 0.000744499
          24  -0.0478006  -0.0411361 0.000767799
          25  -0.0486453  -0.0414365 0.000793668
          26  -0.0502818  -0.0417767  0.00083287
          27  -0.0511751  -0.0421248 0.000871734
          28  -0.0513699   -0.042455 0.000900964
          29  -0.0520424  -0.0427856 0.000928573
          30  -0.0540193    -0.04316  0.00097019
          31  -0.0542347  -0.0435173  0.00100251
          32  -0.0546734  -0.0438659  0.00103002
          33  -0.0565369  -0.0442499  0.00106798
          34  -0.0603318  -0.0447229  0.00113649
          35  -0.0626154  -0.0452341  0.00121357
          36  -0.0665137  -0.0458252  0.00131596
          37  -0.0667956  -0.0463919  0.00139712
          38  -0.0662732  -0.0469151  0.00145503
          39  -0.0692208  -0.0474871  0.00152599
          40  -0.0719114  -0.0480977  0.00160536
          41  -0.0733224  -0.0487129  0.00167997
          42  -0.0769744  -0.0493858   0.0017696
          43  -0.0788843  -0.0500718  0.00185667
          44  -0.0796882  -0.0507449  0.00193263
          45  -0.0869473  -0.0515494   0.0020503
          46  -0.0866411  -0.0523123  0.00214296
          47  -0.0844456   -0.052996  0.00220373
          48  -0.0851498  -0.0536658  0.00225733
          49  -0.0829574  -0.0542636  0.00228905
          50  -0.0841842   -0.054862  0.00232017
          51  -0.0859159  -0.0554709  0.00235322
          52  -0.0869874   -0.056077  0.00238474
          53  -0.0889874   -0.056698  0.00241924
          54  -0.0924944  -0.0573609  0.00246358
          55  -0.0903806  -0.0579612  0.00249087
          56  -0.0920306  -0.0585696  0.00251959
          57  -0.0880162  -0.0590862  0.00252779
          58   -0.090125  -0.0596214  0.00254023
          59  -0.0864634  -0.0600763  0.00253758
          60  -0.0863356   -0.060514  0.00253275
          61  -0.0920114  -0.0610303  0.00254332
          62  -0.0924993  -0.0615379  0.00255244
          63  -0.0898627  -0.0619875  0.00255122
          64  -0.0883049  -0.0623987  0.00254428
          65  -0.0931665  -0.0628721  0.00254879
          66  -0.0930649  -0.0633295  0.00255089
          67  -0.0960425  -0.0638178  0.00255912
          68  -0.0908744  -0.0642157  0.00255223
          69  -0.0973433  -0.0646958     0.00256
          70  -0.0959819  -0.0651427  0.00256215
          71  -0.0963538  -0.0655823   0.0025635
          72  -0.0944392  -0.0659831  0.00255903
          73  -0.0957663  -0.0663911  0.00255629
          74  -0.0999978  -0.0668452  0.00256177
          75   -0.102233  -0.0673171   0.0025707
          76   -0.107114  -0.0678407  0.00258966
          77   -0.115408  -0.0684585  0.00262867
          78   -0.117118  -0.0690823  0.00266797
          79   -0.120516  -0.0697334  0.00271248
          80   -0.130377  -0.0704914  0.00278248
          81   -0.133879   -0.071274  0.00285605
          82   -0.135182  -0.0720533  0.00292563
          83   -0.138027  -0.0728482  0.00299641
          84   -0.143419  -0.0736883  0.00307626
          85   -0.143316  -0.0745075  0.00314724
          86   -0.141738  -0.0752892  0.00320627
          87   -0.139693  -0.0760295  0.00325375
          88   -0.138726   -0.076742  0.00329386
          89   -0.143527  -0.0774923  0.00334123
          90   -0.144633  -0.0782383  0.00338636
          91   -0.140322  -0.0789206  0.00341718
          92   -0.151515  -0.0797097  0.00346994
          93   -0.130759  -0.0802586  0.00347578
          94   -0.148563  -0.0809852  0.00351394
          95   -0.153758  -0.0817512  0.00355946
          96   -0.163084  -0.0825985  0.00362181
          97   -0.174133  -0.0835421  0.00370537
          98   -0.175265  -0.0844781  0.00378392
          99   -0.182254  -0.0854657  0.00387244
         100   -0.186591  -0.0864769  0.00396356
         101    -0.18879  -0.0874899   0.0040517
         102   -0.184725  -0.0884432   0.0041226
         103   -0.193139  -0.0894597  0.00420601
         104   -0.190143  -0.0904278  0.00427554
         105   -0.181823  -0.0912982  0.00432251
         106   -0.172552  -0.0920648  0.00434917
         107   -0.170566  -0.0927984  0.00436997
         108   -0.178667  -0.0935935  0.00440124
         109   -0.191301  -0.0944899  0.00445121
         110   -0.180277  -0.0952698  0.00447854
         111   -0.188447  -0.0961092  0.00451618
